,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Class Size,Teacher Exp (years),Math Score,Sex of Child,,Class Size,Teacher Exp (years),Math Score,Sex of Child
regular,6,484,boy,,small.class,6,478,boy
regular,6,399,boy,,small.class,6,500,boy
regular,6,429,girl,,small.class,6,489,boy
regular,6,439,boy,,small.class,6,520,boy
regular,6,384,boy,,small.class,6,489,boy
regular,6,468,girl,,small.class,6,463,boy
regular,6,536,boy,,small.class,6,506,boy
regular,6,399,boy,,small.class,6,513,boy
regular,6,520,boy,,small.class,6,602,boy
regular,6,454,boy,,small.class,6,463,girl
regular,6,449,girl,,small.class,6,494,boy
regular,6,513,boy,,small.class,6,439,girl
regular,6,506,girl,,small.class,6,520,girl
regular,6,489,boy,,small.class,6,513,girl
regular,6,463,boy,,small.class,6,468,boy
regular,6,463,girl,,small.class,6,429,boy
regular,6,520,girl,,small.class,6,489,girl
regular,6,473,boy,,small.class,6,439,boy
regular,6,506,boy,,small.class,6,520,boy
regular,6,602,girl,,small.class,6,444,girl
regular,6,454,boy,,small.class,6,399,boy
regular,6,375,boy,,small.class,6,454,girl
regular,6,418,boy,,small.class,6,500,boy
regular,6,384,boy,,small.class,6,405,boy
regular,6,449,girl,,small.class,6,536,boy
regular,6,459,boy,,small.class,6,463,boy
regular,6,423,girl,,small.class,6,576,boy
regular,6,429,boy,,small.class,6,478,girl
regular,6,429,boy,,small.class,6,449,boy
regular,6,559,boy,,small.class,6,576,girl
regular,6,463,boy,,small.class,6,489,girl
regular,6,423,boy,,small.class,6,494,boy
regular,6,468,girl,,small.class,6,602,boy
regular,6,513,girl,,small.class,6,454,boy
regular,6,434,boy,,small.class,6,429,girl
regular,6,536,boy,,small.class,6,513,girl
regular,6,576,girl,,small.class,6,489,girl
regular,6,399,boy,,small.class,6,473,boy
regular,6,439,boy,,small.class,6,559,boy
regular,6,484,boy,,small.class,6,559,boy
regular,6,423,girl,,small.class,6,473,girl
regular,6,513,boy,,small.class,6,500,girl
regular,6,473,girl,,small.class,6,489,boy
regular,6,473,boy,,small.class,6,468,boy
regular,6,444,boy,,small.class,6,602,girl
regular,6,520,boy,,small.class,6,547,boy
regular,6,405,girl,,small.class,6,520,girl
regular,6,473,girl,,small.class,6,405,boy
regular,6,418,girl,,small.class,6,444,boy
regular,6,339,boy,,small.class,6,489,girl
regular,6,439,boy,,small.class,6,463,girl
regular,6,559,boy,,small.class,6,429,boy
regular,6,405,boy,,small.class,6,449,boy
regular,6,412,girl,,small.class,6,547,boy
regular,6,602,girl,,small.class,6,494,boy
regular,6,500,girl,,small.class,6,536,boy
regular,6,500,boy,,small.class,6,484,girl
regular,6,439,girl,,small.class,6,429,boy
regular,6,506,girl,,small.class,6,468,boy
regular,6,506,girl,,small.class,7,473,girl
regular,6,463,boy,,small.class,7,459,girl
regular,6,444,girl,,small.class,7,513,boy
regular,6,439,girl,,small.class,7,528,girl
regular,6,354,boy,,small.class,7,473,boy
regular,6,559,girl,,small.class,7,439,boy
regular,6,506,girl,,small.class,7,439,boy
regular,6,494,boy,,small.class,7,484,girl
regular,6,463,boy,,small.class,7,489,girl
regular,6,429,boy,,small.class,7,392,boy
regular,6,528,boy,,small.class,7,434,girl
regular,6,459,boy,,small.class,7,513,girl
regular,6,500,boy,,small.class,7,528,boy
regular,6,528,boy,,small.class,7,494,girl
regular,6,489,girl,,small.class,7,500,boy
regular,6,520,girl,,small.class,7,559,girl
regular,6,506,boy,,small.class,7,444,boy
regular,6,439,boy,,small.class,7,559,girl
regular,6,500,boy,,small.class,7,536,girl
regular,6,500,boy,,small.class,7,449,girl
regular,6,463,girl,,small.class,7,459,girl
regular,6,418,girl,,small.class,7,478,boy
regular,6,423,girl,,small.class,7,520,boy
regular,6,444,boy,,small.class,7,528,girl
regular,6,559,boy,,small.class,7,576,boy
regular,6,459,girl,,small.class,7,500,girl
regular,6,513,boy,,small.class,7,576,girl
regular,6,444,boy,,small.class,7,463,girl
regular,6,418,boy,,small.class,7,473,girl
regular,6,454,girl,,small.class,7,484,boy
regular,6,478,boy,,small.class,7,463,boy
regular,6,444,boy,,small.class,7,520,boy
regular,6,439,girl,,small.class,7,484,girl
regular,6,576,girl,,small.class,7,528,girl
regular,6,484,boy,,small.class,7,506,boy
regular,6,399,boy,,small.class,7,506,girl
regular,6,547,girl,,small.class,7,454,girl
regular,6,423,boy,,small.class,7,500,girl
regular,6,459,girl,,small.class,7,484,boy
regular,6,412,boy,,small.class,7,602,boy
regular,6,536,girl,,small.class,7,484,girl
regular,6,602,girl,,small.class,7,489,boy
regular,6,468,boy,,small.class,7,459,girl
regular,6,602,boy,,small.class,7,418,boy
regular,6,434,boy,,small.class,7,528,girl
regular,6,576,girl,,small.class,7,484,girl
regular,6,473,girl,,small.class,7,449,boy
regular,6,454,girl,,small.class,7,536,boy
regular,6,489,girl,,small.class,7,489,boy
regular,6,602,girl,,small.class,7,434,boy
regular,6,405,boy,,small.class,8,478,girl
regular,6,459,boy,,small.class,8,439,boy
regular,6,463,boy,,small.class,8,434,girl
regular,6,412,girl,,small.class,8,500,boy
regular,6,576,girl,,small.class,8,484,girl
regular,6,506,girl,,small.class,8,444,boy
regular,6,405,boy,,small.class,8,478,girl
regular,6,478,girl,,small.class,8,528,girl
regular,6,536,girl,,small.class,8,520,boy
regular,6,506,girl,,small.class,8,478,boy
regular,6,500,boy,,small.class,8,484,boy
regular,6,434,boy,,small.class,8,500,boy
regular,6,423,boy,,small.class,8,506,boy
regular,6,468,girl,,small.class,8,463,girl
regular,6,439,girl,,small.class,8,439,boy
regular,6,547,boy,,small.class,8,494,boy
regular,6,536,girl,,small.class,8,494,girl
regular,6,513,girl,,small.class,8,459,boy
regular,6,444,boy,,small.class,8,528,girl
regular,6,459,boy,,small.class,8,454,boy
regular,6,429,girl,,small.class,8,439,girl
regular,6,405,girl,,small.class,8,494,girl
regular,6,489,girl,,small.class,8,528,girl
regular,6,513,boy,,small.class,8,484,girl
regular,6,434,boy,,small.class,8,444,boy
regular,6,444,boy,,small.class,8,500,boy
regular,6,489,boy,,small.class,8,468,girl
regular,6,494,boy,,small.class,8,500,girl
regular,6,392,boy,,small.class,8,576,boy
regular,6,412,boy,,small.class,8,520,boy
regular,6,412,girl,,small.class,8,506,boy
regular,6,536,boy,,small.class,8,484,girl
regular,6,513,girl,,small.class,8,506,girl
regular,6,418,girl,,small.class,8,484,boy
regular,6,473,boy,,small.class,8,520,girl
regular,7,468,boy,,small.class,8,559,girl
regular,7,478,boy,,small.class,8,444,girl
regular,7,444,boy,,small.class,8,484,boy
regular,7,576,girl,,small.class,8,513,boy
regular,7,439,girl,,small.class,8,405,boy
regular,7,478,boy,,small.class,8,494,boy
regular,7,513,girl,,small.class,8,459,boy
regular,7,459,boy,,small.class,8,506,boy
regular,7,626,girl,,small.class,8,494,boy
regular,7,463,boy,,small.class,8,536,girl
regular,7,506,boy,,small.class,8,478,boy
regular,7,473,girl,,small.class,8,513,girl
regular,7,473,girl,,small.class,8,418,girl
regular,7,513,girl,,small.class,8,520,boy
regular,7,405,girl,,small.class,8,459,boy
regular,7,473,girl,,small.class,8,473,girl
regular,7,463,boy,,small.class,8,506,boy
regular,7,412,boy,,small.class,8,520,boy
regular,7,418,boy,,small.class,8,429,boy
regular,7,468,girl,,small.class,8,520,boy
regular,8,454,boy,,small.class,8,439,boy
regular,8,559,girl,,small.class,8,449,boy
regular,8,399,boy,,small.class,8,576,boy
regular,8,449,girl,,small.class,8,459,boy
regular,8,528,boy,,small.class,8,494,boy
regular,8,559,boy,,small.class,8,528,girl
regular,8,434,girl,,small.class,8,468,girl
regular,8,429,girl,,small.class,8,454,girl
regular,8,559,boy,,small.class,8,528,girl
regular,8,468,boy,,small.class,8,484,boy
regular,8,520,boy,,small.class,8,506,boy
regular,8,500,girl,,small.class,8,468,boy
regular,8,478,girl,,small.class,8,576,girl
regular,8,439,girl,,small.class,8,528,boy
regular,8,536,girl,,small.class,8,478,girl
regular,8,484,boy,,small.class,8,459,girl
regular,8,536,girl,,small.class,8,473,girl
regular,8,434,boy,,small.class,8,473,boy
regular,8,468,boy,,small.class,8,449,girl
regular,8,439,boy,,small.class,8,478,boy
regular,8,459,girl,,small.class,8,536,boy
regular,8,489,boy,,small.class,8,520,girl
regular,8,429,boy,,small.class,8,506,girl
regular,8,463,boy,,small.class,8,513,boy
regular,8,439,boy,,small.class,8,473,girl
regular,8,399,boy,,small.class,8,405,girl
regular,8,449,boy,,small.class,8,520,girl
regular,8,489,boy,,small.class,8,434,boy
regular,8,473,boy,,small.class,8,439,boy
regular,8,449,boy,,small.class,8,459,girl
regular,8,468,boy,,small.class,8,513,girl
regular,8,405,girl,,small.class,8,602,girl
regular,8,520,boy,,small.class,8,478,girl
regular,8,444,boy,,small.class,8,439,boy
regular,8,439,boy,,small.class,8,513,girl
regular,8,463,girl,,small.class,8,489,boy
regular,8,506,girl,,small.class,8,418,girl
regular,8,500,girl,,small.class,8,520,girl
regular,8,602,girl,,small.class,8,528,girl
regular,8,478,boy,,small.class,8,506,girl
regular,8,459,boy,,small.class,8,468,boy
regular,8,559,boy,,small.class,8,513,girl
regular,8,478,girl,,small.class,8,489,boy
regular,8,468,boy,,small.class,8,559,girl
regular,8,468,girl,,small.class,8,468,boy
regular,8,434,boy,,small.class,8,547,boy
regular,8,439,girl,,small.class,8,520,girl
regular,8,459,boy,,small.class,8,576,boy
regular,8,434,boy,,small.class,8,520,boy
regular,8,473,girl,,small.class,8,528,girl
regular,8,489,girl,,small.class,8,478,boy
regular,8,459,boy,,small.class,8,423,girl
regular,8,602,girl,,small.class,8,547,girl
regular,8,528,girl,,small.class,8,423,girl
regular,8,473,girl,,small.class,8,468,girl
regular,8,484,girl,,small.class,8,500,boy
regular,8,506,boy,,small.class,8,473,boy
regular,8,463,girl,,small.class,8,468,girl
regular,8,484,girl,,small.class,8,513,boy
regular,8,506,boy,,small.class,8,468,girl
regular,8,500,boy,,small.class,8,547,boy
regular,8,412,boy,,small.class,8,506,boy
regular,8,513,boy,,small.class,8,559,girl
regular,8,423,boy,,small.class,8,463,girl
regular,8,500,girl,,small.class,8,513,boy
regular,8,434,girl,,small.class,8,375,girl
regular,8,468,girl,,small.class,8,520,boy
regular,8,513,boy,,small.class,8,506,boy
regular,8,429,boy,,small.class,8,405,girl
regular,8,434,girl,,small.class,8,478,boy
regular,8,412,girl,,small.class,8,576,girl
regular,8,489,boy,,small.class,8,489,girl
regular,8,429,boy,,small.class,8,459,boy
regular,8,418,girl,,small.class,8,520,girl
regular,8,449,boy,,small.class,8,459,girl
regular,8,439,girl,,small.class,8,478,girl
regular,8,439,boy,,small.class,8,494,girl
regular,8,463,girl,,small.class,8,489,boy
regular,8,478,girl,,small.class,8,484,girl
regular,8,463,girl,,small.class,8,463,girl
regular,8,449,boy,,small.class,8,478,boy
regular,8,500,girl,,small.class,8,412,boy
regular,8,463,boy,,small.class,8,405,girl
regular,8,423,boy,,small.class,8,459,boy
regular,8,468,girl,,small.class,8,439,boy
regular,8,473,boy,,small.class,8,513,boy
regular,8,536,girl,,small.class,8,478,girl
regular,8,473,girl,,small.class,8,626,boy
regular,8,423,boy,,small.class,8,513,girl
regular,8,444,girl,,small.class,8,559,boy
regular,8,429,boy,,small.class,8,513,girl
regular,8,459,girl,,small.class,8,506,boy
regular,8,478,boy,,small.class,8,468,girl
regular,8,439,boy,,small.class,8,473,boy
regular,8,484,girl,,small.class,8,429,girl
regular,8,489,boy,,small.class,8,484,boy
regular,8,547,boy,,small.class,8,536,boy
regular,8,463,boy,,small.class,8,500,boy
regular,8,392,boy,,small.class,8,463,boy
regular,8,473,boy,,small.class,8,405,girl
regular,8,506,boy,,small.class,8,602,girl
regular,8,399,boy,,small.class,8,547,boy
regular,8,500,girl,,small.class,8,489,boy
regular,8,500,girl,,small.class,8,463,girl
regular,8,506,girl,,small.class,8,547,girl
regular,8,454,girl,,small.class,8,547,girl
regular,8,520,girl,,small.class,8,459,boy
regular,8,399,boy,,small.class,8,484,boy
regular,8,449,boy,,small.class,8,473,boy
regular,8,423,girl,,small.class,8,506,girl
regular,8,434,girl,,small.class,8,473,boy
regular,8,520,girl,,small.class,8,513,girl
regular,8,459,girl,,small.class,8,423,girl
regular,8,468,boy,,small.class,8,489,girl
regular,8,434,boy,,small.class,8,506,girl
regular,8,444,boy,,small.class,8,473,girl
regular,8,506,girl,,small.class,8,484,boy
regular,8,506,boy,,small.class,8,559,boy
regular,8,454,girl,,small.class,9,513,girl
regular,8,392,boy,,small.class,9,506,boy
regular,8,484,boy,,small.class,9,528,boy
regular,8,489,boy,,small.class,9,454,boy
regular,8,439,boy,,small.class,9,536,boy
regular,8,405,boy,,small.class,9,602,girl
regular,8,434,boy,,small.class,9,365,girl
regular,8,484,boy,,small.class,9,559,boy
regular,8,444,boy,,small.class,9,536,boy
regular,8,439,girl,,small.class,9,520,boy
regular,8,468,boy,,small.class,9,602,boy
regular,8,484,boy,,small.class,9,459,girl
regular,8,412,boy,,small.class,9,484,girl
regular,8,463,girl,,small.class,9,418,boy
regular,8,439,boy,,small.class,9,536,boy
regular,8,459,girl,,small.class,9,520,girl
regular,8,484,girl,,small.class,9,576,girl
regular,8,506,girl,,small.class,9,478,boy
regular,8,392,boy,,small.class,9,520,boy
regular,8,444,girl,,small.class,9,444,girl
regular,8,399,girl,,small.class,9,494,boy
regular,8,513,girl,,small.class,9,559,girl
regular,8,384,girl,,small.class,9,602,girl
regular,8,429,girl,,small.class,9,473,boy
regular,8,500,girl,,small.class,9,449,boy
regular,8,500,boy,,small.class,9,463,boy
regular,8,444,boy,,small.class,9,500,boy
regular,8,478,boy,,small.class,9,478,girl
regular,8,536,boy,,small.class,9,494,boy
regular,8,429,girl,,small.class,9,489,girl
regular,8,478,boy,,small.class,9,484,girl
regular,8,489,girl,,small.class,9,576,girl
regular,8,405,boy,,small.class,9,536,girl
regular,8,429,boy,,small.class,9,484,girl
regular,8,439,girl,,small.class,9,429,boy
regular,8,513,boy,,small.class,9,547,boy
regular,8,412,girl,,small.class,9,449,boy
regular,8,384,girl,,small.class,9,513,girl
regular,8,473,boy,,small.class,9,405,boy
regular,8,354,boy,,small.class,9,405,girl
regular,8,405,girl,,small.class,9,536,boy
regular,8,423,girl,,small.class,9,536,girl
regular,8,454,boy,,small.class,9,489,girl
regular,8,489,girl,,small.class,9,444,boy
regular,8,489,girl,,small.class,9,559,boy
regular,8,429,boy,,small.class,9,506,girl
regular,8,423,girl,,small.class,9,429,boy
regular,8,473,boy,,small.class,9,412,girl
regular,8,454,girl,,small.class,9,454,boy
regular,8,473,boy,,small.class,9,429,boy
regular,8,439,boy,,small.class,9,500,boy
regular,8,429,boy,,small.class,9,429,girl
regular,8,494,girl,,small.class,9,468,boy
regular,8,454,girl,,small.class,9,423,boy
regular,8,429,boy,,small.class,9,559,boy
regular,8,444,girl,,small.class,9,547,boy
regular,8,478,girl,,small.class,9,418,boy
regular,8,506,girl,,small.class,10,528,girl
regular,9,459,girl,,small.class,10,459,girl
regular,9,484,boy,,small.class,10,489,girl
regular,9,473,boy,,small.class,10,489,girl
regular,9,434,boy,,small.class,10,500,boy
regular,9,489,boy,,small.class,10,434,girl
regular,9,463,boy,,small.class,10,547,girl
regular,9,449,girl,,small.class,10,384,boy
regular,9,459,girl,,small.class,10,602,boy
regular,9,434,girl,,small.class,10,423,boy
regular,9,473,girl,,small.class,10,473,boy
regular,9,449,girl,,small.class,10,423,boy
regular,9,513,girl,,small.class,10,478,boy
regular,9,528,girl,,small.class,10,478,boy
regular,9,484,girl,,small.class,10,454,girl
regular,9,494,girl,,small.class,10,520,girl
regular,9,449,boy,,small.class,10,439,girl
regular,9,484,boy,,small.class,10,489,girl
regular,9,500,boy,,small.class,10,429,girl
regular,9,449,boy,,small.class,10,454,boy
regular,9,449,girl,,small.class,10,547,boy
regular,9,434,boy,,small.class,10,434,girl
regular,9,473,boy,,small.class,10,520,boy
regular,9,489,girl,,small.class,10,500,girl
regular,9,439,boy,,small.class,10,459,boy
regular,9,484,girl,,small.class,10,418,girl
regular,9,489,girl,,small.class,10,528,boy
regular,9,463,boy,,small.class,10,444,boy
regular,9,418,boy,,small.class,10,412,boy
regular,9,478,boy,,small.class,10,454,boy
regular,9,429,boy,,small.class,10,412,girl
regular,9,434,boy,,small.class,10,489,boy
regular,9,500,girl,,small.class,10,547,boy
regular,9,434,boy,,small.class,10,399,boy
regular,9,478,boy,,small.class,10,473,boy
regular,9,520,girl,,small.class,10,500,girl
regular,9,423,boy,,small.class,10,454,boy
regular,9,468,boy,,small.class,10,439,boy
regular,9,439,girl,,small.class,10,489,boy
regular,9,454,girl,,small.class,10,494,boy
regular,9,468,girl,,small.class,10,500,girl
regular,9,520,girl,,small.class,10,576,girl
regular,10,484,girl,,small.class,10,494,boy
regular,10,536,girl,,small.class,10,459,girl
regular,10,528,boy,,small.class,10,454,girl
regular,10,478,boy,,small.class,10,468,boy
regular,10,559,boy,,small.class,10,392,boy
regular,10,500,girl,,small.class,10,478,boy
regular,10,484,boy,,small.class,10,454,boy
regular,10,489,girl,,small.class,10,459,boy
regular,10,513,boy,,small.class,10,468,girl
regular,10,559,boy,,small.class,10,468,girl
regular,10,513,boy,,small.class,10,489,girl
regular,10,418,boy,,small.class,10,449,girl
regular,10,536,boy,,small.class,10,434,girl
regular,10,559,girl,,small.class,10,520,girl
regular,10,473,girl,,small.class,10,444,girl
regular,10,547,girl,,small.class,10,463,girl
regular,10,449,girl,,small.class,10,484,girl
regular,10,528,girl,,small.class,10,449,boy
regular,10,454,girl,,small.class,10,468,boy
regular,10,547,boy,,small.class,10,536,girl
regular,10,423,boy,,small.class,10,463,boy
regular,10,449,boy,,small.class,10,478,girl
regular,10,489,boy,,small.class,10,536,girl
regular,10,520,boy,,small.class,10,484,girl
regular,10,559,girl,,small.class,10,484,boy
regular,10,434,boy,,small.class,10,513,girl
regular,10,478,boy,,small.class,10,484,girl
regular,10,478,boy,,small.class,11,439,girl
regular,10,489,girl,,small.class,11,468,girl
regular,10,494,boy,,small.class,11,484,girl
regular,10,500,boy,,small.class,11,547,boy
regular,10,500,girl,,small.class,11,489,boy
regular,10,494,girl,,small.class,11,489,girl
regular,10,473,boy,,small.class,11,500,girl
regular,10,500,girl,,small.class,11,520,boy
regular,10,576,girl,,small.class,11,547,boy
regular,10,473,boy,,small.class,11,468,boy
regular,10,484,girl,,small.class,11,429,boy
regular,10,449,girl,,small.class,11,463,boy
regular,10,473,boy,,small.class,11,454,boy
regular,10,500,boy,,small.class,11,513,girl
regular,10,484,boy,,small.class,11,536,boy
regular,10,439,boy,,small.class,11,536,girl
regular,10,536,girl,,small.class,11,528,boy
regular,10,506,boy,,small.class,11,484,girl
regular,10,489,boy,,small.class,11,468,girl
regular,10,520,girl,,small.class,11,520,girl
regular,10,520,boy,,small.class,11,536,boy
regular,10,478,girl,,small.class,11,506,girl
regular,10,454,boy,,small.class,11,528,girl
regular,10,405,boy,,small.class,11,520,girl
regular,10,547,girl,,small.class,11,528,boy
regular,10,547,girl,,small.class,11,484,boy
regular,10,473,boy,,small.class,11,449,boy
regular,10,459,girl,,small.class,11,454,girl
regular,10,494,girl,,small.class,11,500,boy
regular,10,449,girl,,small.class,11,468,girl
regular,10,439,girl,,small.class,11,449,boy
regular,10,602,boy,,small.class,11,528,boy
regular,10,449,girl,,small.class,11,444,boy
regular,10,576,boy,,small.class,11,489,boy
regular,10,468,girl,,small.class,11,449,girl
regular,10,559,girl,,small.class,11,434,boy
regular,10,439,girl,,small.class,11,484,boy
regular,10,506,boy,,small.class,11,423,boy
regular,10,494,boy,,small.class,11,602,boy
regular,10,547,girl,,small.class,11,520,girl
regular,10,454,girl,,small.class,11,463,girl
regular,10,500,boy,,small.class,11,459,boy
regular,10,454,boy,,small.class,11,463,girl
regular,10,449,girl,,small.class,11,520,boy
regular,10,449,boy,,small.class,11,576,girl
regular,10,484,boy,,small.class,11,459,girl
regular,10,559,boy,,small.class,11,494,boy
regular,10,520,boy,,small.class,11,547,boy
regular,10,459,girl,,small.class,11,536,boy
regular,10,513,girl,,small.class,11,576,boy
regular,10,468,boy,,small.class,11,484,girl
regular,10,478,boy,,small.class,11,500,boy
regular,10,559,girl,,small.class,11,520,girl
regular,10,559,boy,,small.class,11,536,girl
regular,10,468,girl,,small.class,11,444,boy
regular,10,536,boy,,small.class,11,459,boy
regular,10,500,boy,,small.class,11,439,girl
regular,10,536,boy,,small.class,11,418,boy
regular,10,602,boy,,small.class,11,449,girl
regular,10,559,boy,,small.class,11,528,boy
regular,10,463,boy,,small.class,11,473,girl
regular,10,536,girl,,small.class,11,434,boy
regular,10,528,boy,,small.class,11,559,girl
regular,10,423,boy,,small.class,11,463,boy
regular,10,484,girl,,small.class,11,384,boy
regular,10,478,boy,,small.class,11,513,girl
regular,10,463,boy,,small.class,11,547,girl
regular,10,576,boy,,small.class,11,399,boy
regular,10,444,girl,,small.class,11,463,girl
regular,10,536,girl,,small.class,11,454,boy
regular,10,489,boy,,small.class,11,434,boy
regular,10,444,boy,,small.class,11,494,girl
regular,10,559,boy,,small.class,11,423,boy
regular,10,520,girl,,small.class,11,626,girl
regular,10,484,girl,,small.class,11,473,boy
regular,10,468,girl,,small.class,11,473,boy
regular,10,500,girl,,small.class,11,547,boy
regular,10,500,boy,,small.class,11,423,girl
regular,10,459,boy,,small.class,11,506,girl
regular,10,444,girl,,small.class,11,547,boy
regular,10,520,girl,,small.class,11,478,girl
regular,10,494,boy,,small.class,11,454,girl
regular,10,547,boy,,small.class,11,405,boy
regular,10,547,boy,,small.class,11,468,boy
regular,10,536,boy,,small.class,11,478,girl
regular,10,559,girl,,small.class,11,454,girl
regular,10,478,girl,,small.class,11,500,girl
regular,10,473,boy,,small.class,11,500,girl
regular,10,500,girl,,small.class,11,468,girl
regular,10,536,boy,,small.class,11,576,girl
regular,10,392,boy,,small.class,11,500,boy
regular,10,459,boy,,small.class,11,484,girl
regular,10,559,boy,,small.class,11,473,boy
regular,10,489,girl,,small.class,11,484,girl
regular,11,500,boy,,small.class,11,449,girl
regular,11,500,boy,,small.class,11,478,girl
regular,11,506,girl,,small.class,12,576,boy
regular,11,459,girl,,small.class,12,463,girl
regular,11,576,girl,,small.class,12,559,boy
regular,11,454,boy,,small.class,12,520,boy
regular,11,449,girl,,small.class,12,454,boy
regular,11,439,boy,,small.class,12,576,boy
regular,11,405,boy,,small.class,12,536,girl
regular,11,536,boy,,small.class,12,473,girl
regular,11,520,girl,,small.class,12,478,girl
regular,11,449,boy,,small.class,12,478,girl
regular,11,559,boy,,small.class,12,449,girl
regular,11,412,girl,,small.class,12,459,boy
regular,11,418,boy,,small.class,12,468,boy
regular,11,449,girl,,small.class,12,484,boy
regular,11,449,girl,,small.class,12,547,boy
regular,11,513,girl,,small.class,12,459,boy
regular,11,576,girl,,small.class,12,494,girl
regular,11,434,boy,,small.class,12,506,boy
regular,11,463,boy,,small.class,12,513,girl
regular,11,478,girl,,small.class,12,449,boy
regular,11,494,girl,,small.class,12,513,girl
regular,11,454,girl,,small.class,12,412,boy
regular,11,489,boy,,small.class,12,500,boy
regular,11,434,girl,,small.class,12,494,boy
regular,11,449,girl,,small.class,12,500,boy
regular,11,513,girl,,small.class,12,500,boy
regular,11,473,girl,,small.class,12,513,girl
regular,11,468,girl,,small.class,12,412,boy
regular,11,463,girl,,small.class,12,444,girl
regular,11,418,girl,,small.class,12,536,boy
regular,11,513,girl,,small.class,12,418,girl
regular,11,392,boy,,small.class,12,434,boy
regular,11,444,girl,,small.class,12,506,girl
regular,11,423,girl,,small.class,12,484,girl
regular,11,547,girl,,small.class,12,429,boy
regular,11,494,girl,,small.class,12,459,boy
regular,11,449,girl,,small.class,12,520,girl
regular,11,513,boy,,small.class,12,418,girl
regular,11,478,boy,,small.class,12,473,girl
regular,11,500,girl,,small.class,12,454,girl
regular,11,506,boy,,small.class,12,506,boy
regular,11,494,girl,,small.class,12,520,boy
regular,11,626,girl,,small.class,12,468,boy
regular,11,439,boy,,small.class,12,513,boy
regular,11,459,girl,,small.class,12,559,boy
regular,11,434,boy,,small.class,12,434,girl
regular,11,484,boy,,small.class,12,459,girl
regular,11,459,boy,,small.class,12,412,boy
regular,11,478,boy,,small.class,12,463,girl
regular,11,484,boy,,small.class,12,412,girl
regular,11,500,girl,,small.class,12,500,girl
regular,11,559,boy,,small.class,12,484,girl
regular,11,559,girl,,small.class,12,459,boy
regular,11,459,boy,,small.class,12,506,boy
regular,11,444,boy,,small.class,12,528,girl
regular,11,489,boy,,small.class,12,528,girl
regular,11,444,boy,,small.class,12,418,girl
regular,11,484,girl,,small.class,12,626,girl
regular,11,489,girl,,small.class,12,459,boy
regular,11,528,boy,,small.class,12,459,girl
regular,11,468,girl,,small.class,12,494,girl
regular,11,412,boy,,small.class,12,454,girl
regular,11,576,girl,,small.class,12,489,boy
regular,11,489,boy,,small.class,12,478,girl
regular,11,454,boy,,small.class,12,494,girl
regular,11,473,boy,,small.class,12,602,boy
regular,11,513,girl,,small.class,12,473,girl
regular,11,536,boy,,small.class,12,429,boy
regular,11,489,girl,,small.class,12,392,girl
regular,11,489,girl,,small.class,12,559,boy
regular,11,463,boy,,small.class,12,429,boy
regular,11,513,girl,,small.class,12,478,boy
regular,11,494,boy,,small.class,12,439,boy
regular,11,576,boy,,small.class,12,520,girl
regular,11,429,girl,,small.class,12,513,girl
regular,11,520,girl,,small.class,12,434,boy
regular,11,463,boy,,small.class,12,449,girl
regular,11,468,girl,,small.class,12,463,girl
regular,11,444,girl,,small.class,12,547,boy
regular,11,434,girl,,small.class,12,576,girl
regular,11,500,boy,,small.class,12,468,girl
regular,11,506,girl,,small.class,12,506,boy
regular,11,439,girl,,small.class,12,500,girl
regular,11,449,boy,,small.class,12,500,boy
regular,11,520,boy,,small.class,12,528,boy
regular,11,528,boy,,small.class,12,494,girl
regular,11,506,boy,,small.class,12,463,girl
regular,11,506,girl,,small.class,12,478,boy
regular,11,444,girl,,small.class,12,468,girl
regular,11,468,girl,,small.class,12,449,girl
regular,11,449,girl,,small.class,12,547,girl
regular,11,500,girl,,small.class,12,459,girl
regular,11,449,boy,,small.class,12,536,boy
regular,11,528,girl,,small.class,12,434,boy
regular,11,418,girl,,small.class,12,473,boy
regular,11,478,boy,,small.class,12,429,boy
regular,11,423,boy,,small.class,12,429,girl
regular,11,468,boy,,small.class,12,506,boy
regular,11,489,boy,,small.class,12,468,boy
regular,11,478,boy,,small.class,12,602,boy
regular,11,559,boy,,small.class,12,547,girl
regular,11,449,girl,,small.class,12,434,boy
regular,11,536,girl,,small.class,12,536,boy
regular,11,468,girl,,small.class,12,439,boy
regular,11,439,boy,,small.class,12,494,girl
regular,11,434,girl,,small.class,12,444,girl
regular,11,484,boy,,small.class,12,559,girl
regular,11,559,boy,,small.class,12,444,girl
regular,11,429,girl,,small.class,12,513,boy
regular,11,494,boy,,small.class,12,454,boy
regular,11,489,boy,,small.class,12,412,boy
regular,11,444,girl,,small.class,12,412,girl
regular,11,602,boy,,small.class,12,444,girl
regular,11,602,boy,,small.class,12,423,girl
regular,11,478,girl,,small.class,12,449,girl
regular,11,489,girl,,small.class,12,444,girl
regular,11,478,girl,,small.class,12,602,boy
regular,11,449,boy,,small.class,12,468,girl
regular,11,439,girl,,small.class,12,489,girl
regular,11,484,boy,,small.class,12,500,boy
regular,11,536,girl,,small.class,12,506,girl
regular,11,463,boy,,small.class,12,478,girl
regular,11,478,girl,,small.class,12,489,boy
regular,11,418,boy,,small.class,12,429,girl
regular,11,489,girl,,small.class,12,478,girl
regular,11,547,boy,,small.class,12,412,girl
regular,11,489,girl,,small.class,12,494,boy
