employee_id,satisfaction_level,average_monthly_hours,department,salary
4443,0.64,223,sales,low
4444,0.62,174,sales,low
4445,1,193,sales,low
4446,0.91,167,sales,low
4447,0.81,225,sales,low
4448,0.71,248,sales,low
4449,0.97,104,sales,low
4450,0.75,148,sales,low
4451,0.68,148,sales,low
4452,0.87,187,sales,low
4453,0.96,151,sales,low
4454,0.41,215,sales,low
4455,0.81,142,sales,low
4456,0.68,258,sales,low
4457,0.63,228,accounting,low
4458,0.6,221,accounting,low
4459,0.66,263,accounting,medium
4460,0.69,273,hr,medium
4461,0.23,247,hr,medium
4462,0.52,225,hr,medium
4463,0.65,269,hr,medium
4464,0.78,174,technical,medium
4465,0.6,201,technical,medium
4466,0.9,254,technical,medium
4467,0.59,254,technical,medium
4468,0.89,185,technical,medium
4469,0.96,200,technical,medium
4470,0.68,190,technical,medium
4471,0.52,160,technical,high
4472,0.68,264,technical,low
4473,0.6,172,technical,medium
4474,0.28,279,technical,medium
4475,0.98,260,support,medium
4476,0.67,262,support,medium
4477,0.86,134,support,low
4478,0.83,195,support,low
4479,0.79,139,support,low
4480,0.54,205,support,low
4481,0.51,212,support,low
4482,0.75,148,support,low
4483,0.51,228,support,low
4484,0.73,230,support,low
4485,0.17,286,support,low
4486,0.88,142,technical,low
4487,0.76,161,technical,low
4488,0.29,152,technical,low
4489,0.62,266,management,low
4490,0.5,143,IT,low
4491,0.16,165,IT,low
4492,0.18,204,IT,low
4493,0.86,170,IT,low
4494,0.68,203,IT,low
4495,0.68,199,product_mng,low
4496,0.89,223,product_mng,low
4497,0.86,220,product_mng,low
4498,0.43,190,product_mng,medium
4499,0.85,143,IT,medium
4500,0.94,111,RandD,medium
4501,0.58,145,RandD,medium
4502,0.43,138,RandD,medium
4503,0.72,203,RandD,medium
4504,0.95,175,RandD,medium
4505,0.35,119,marketing,medium
4506,0.77,157,sales,medium
4507,0.74,135,accounting,medium
4508,0.5,200,support,medium
4509,0.87,121,technical,medium
4510,0.55,162,management,high
4511,0.8,135,marketing,low
4512,0.49,183,marketing,medium
4513,0.54,228,marketing,medium
4514,0.21,148,sales,medium
4515,0.77,219,sales,medium
4516,0.53,147,sales,low
4517,0.89,165,sales,low
4518,0.25,218,sales,low
4519,0.53,231,sales,low
4520,0.44,124,sales,low
4521,0.7,131,sales,low
4522,0.54,199,sales,low
4523,0.9,220,sales,low
4524,0.69,215,sales,low
4525,0.78,180,sales,low
4526,0.91,272,sales,low
4527,0.92,228,sales,low
4528,0.96,168,sales,low
4529,0.8,205,sales,low
4530,0.52,244,sales,low
4531,0.52,185,sales,low
4532,0.93,135,sales,low
4533,0.89,160,accounting,low
4534,0.83,262,accounting,low
4535,0.7,225,accounting,low
4536,0.89,174,hr,low
4537,0.21,266,hr,medium
4538,0.67,241,hr,medium
4539,0.73,245,hr,medium
4540,0.85,261,technical,medium
4541,0.54,157,technical,medium
4542,0.74,286,technical,medium
4543,0.71,263,technical,medium
4544,0.76,229,technical,medium
4545,0.85,159,technical,medium
4546,0.82,196,technical,medium
4547,0.71,133,technical,medium
4548,0.79,228,technical,medium
4549,0.86,247,technical,high
4550,0.9,215,technical,low
4551,0.65,233,support,medium
4552,0.53,237,support,medium
4553,0.51,269,support,medium
4554,1,246,support,medium
4555,0.92,168,support,low
4556,1,168,support,low
4557,0.23,163,support,low
4558,0.52,142,support,low
4559,0.8,183,support,low
4560,0.59,264,support,low
4561,0.75,184,support,low
4562,0.99,138,technical,low
4563,0.57,195,technical,medium
4564,0.87,251,technical,medium
4565,0.52,108,management,medium
4566,0.57,144,IT,medium
4567,0.32,112,IT,medium
4568,0.66,201,IT,medium
4569,0.53,204,IT,medium
4570,0.55,226,IT,medium
4571,0.66,217,product_mng,medium
4572,0.69,149,product_mng,medium
4573,0.67,237,product_mng,medium
4574,0.75,256,product_mng,medium
4575,0.7,194,IT,medium
4576,0.71,202,RandD,medium
4577,0.97,133,RandD,medium
4578,0.5,246,RandD,medium
4579,0.34,206,RandD,medium
4580,0.67,204,RandD,medium
4581,0.78,157,marketing,medium
4582,0.52,187,sales,medium
4583,0.91,211,accounting,medium
4584,0.79,204,support,medium
4585,0.83,182,technical,medium
4586,0.74,244,management,medium
4587,0.77,184,marketing,medium
4588,0.49,117,marketing,high
4589,0.94,230,marketing,high
4590,0.99,241,sales,high
4591,0.69,227,sales,high
4592,0.88,147,sales,high
4593,0.89,240,sales,high
4594,0.8,238,sales,high
4595,0.22,262,sales,high
4596,0.87,215,sales,high
4597,0.66,211,sales,high
4598,0.9,156,sales,high
4599,0.95,180,sales,high
4600,0.49,260,sales,low
4601,0.71,228,sales,low
4602,0.2,249,sales,low
4603,0.95,242,sales,low
4604,0.68,254,sales,low
4605,0.93,272,sales,low
4606,0.85,210,sales,low
4607,0.82,140,sales,low
4608,0.87,252,sales,low
4609,0.88,266,accounting,low
4610,0.98,138,accounting,low
4611,0.89,220,accounting,low
4612,0.92,214,hr,low
4613,0.48,121,hr,low
4614,0.67,195,hr,low
4615,0.84,135,hr,medium
4616,0.97,261,technical,medium
4617,0.65,205,technical,medium
4618,0.79,240,technical,medium
4619,0.75,141,technical,medium
4620,0.69,200,technical,medium
4621,0.85,257,technical,medium
4622,0.34,141,technical,medium
4623,0.97,185,technical,medium
4624,0.39,235,technical,medium
4625,0.54,264,technical,medium
4626,0.78,260,technical,medium
4627,0.49,158,support,high
4628,0.17,195,support,high
4629,0.98,180,support,high
4630,0.9,114,support,high
4631,0.24,228,support,high
4632,0.92,243,support,high
4633,0.36,179,support,high
4634,0.19,158,support,high
4635,0.75,254,support,low
4636,0.91,220,support,low
4637,0.72,171,support,low
4638,0.62,142,technical,low
4639,0.97,241,technical,low
4640,0.69,275,technical,low
4641,0.98,157,management,low
4642,0.62,169,IT,low
4643,0.59,233,IT,medium
4644,0.73,160,IT,medium
4645,0.71,189,IT,medium
4646,0.85,273,IT,medium
4647,0.8,141,product_mng,medium
4648,0.48,134,product_mng,medium
4649,0.64,248,product_mng,medium
4650,0.19,222,product_mng,medium
4651,0.82,219,IT,medium
4652,0.99,202,RandD,medium
4653,0.45,200,RandD,medium
4654,0.89,138,RandD,medium
4655,0.75,158,RandD,medium
4656,0.8,136,RandD,medium
4657,0.78,222,marketing,medium
4658,0.95,236,sales,medium
4659,0.68,135,accounting,medium
4660,0.82,235,support,medium
4661,0.9,274,technical,medium
4662,0.59,235,management,medium
4663,0.66,169,marketing,medium
4664,0.63,286,marketing,medium
4665,0.73,166,marketing,medium
4666,0.63,236,sales,high
4667,0.87,197,sales,low
4668,0.62,169,sales,medium
4669,0.53,210,sales,medium
4670,0.94,156,sales,medium
4671,0.94,231,sales,medium
4672,0.55,101,sales,medium
4673,0.58,259,sales,medium
4674,0.98,203,sales,medium
4675,0.74,255,sales,medium
4676,0.65,131,sales,medium
4677,0.97,272,sales,medium
4678,0.58,253,sales,low
4679,0.49,254,sales,low
4680,0.69,214,sales,low
4681,0.55,195,sales,low
4682,0.65,240,sales,low
4683,0.87,149,sales,low
4684,0.12,276,sales,low
4685,0.65,247,accounting,high
4686,0.23,212,accounting,low
4687,0.62,256,accounting,high
4688,0.86,178,hr,high
4689,0.85,255,hr,low
4690,0.74,224,hr,low
4691,0.53,204,hr,high
4692,0.99,104,technical,low
4693,0.48,113,technical,medium
4694,0.72,243,technical,high
4695,0.76,242,technical,medium
4696,0.41,177,technical,medium
4697,0.85,235,technical,medium
4698,0.62,175,technical,medium
4699,0.16,280,technical,high
4700,0.58,205,technical,medium
4701,0.73,243,technical,medium
4702,0.28,150,technical,medium
4703,0.77,178,support,high
4704,0.85,231,support,medium
4705,0.56,134,support,high
4706,0.81,143,support,low
4707,0.83,156,support,medium
4708,0.49,249,support,medium
4709,0.81,247,support,medium
4710,0.56,222,support,medium
4711,0.77,160,support,low
4712,0.73,224,support,low
4713,0.95,235,support,low
4714,0.69,167,technical,low
4715,0.79,104,technical,low
4716,0.63,160,technical,low
4717,0.8,168,management,low
4718,0.64,153,IT,low
4719,0.92,249,IT,low
4720,0.96,177,IT,low
4721,0.56,225,IT,high
4722,0.37,186,IT,low
4723,0.5,133,product_mng,low
4724,0.49,213,product_mng,low
4725,1,245,product_mng,low
4726,0.82,160,product_mng,high
4727,0.52,212,IT,low
4728,0.76,135,RandD,low
4729,0.2,149,RandD,low
4730,0.6,178,RandD,high
4731,0.69,224,RandD,low
4732,0.93,196,RandD,medium
4733,0.7,178,marketing,high
4734,0.56,191,sales,medium
4735,0.97,167,accounting,high
4736,0.24,275,support,medium
4737,0.83,168,technical,medium
4738,0.55,152,management,medium
4739,0.68,263,marketing,medium
4740,0.48,113,marketing,medium
4741,0.75,253,marketing,medium
4742,0.61,271,sales,medium
4743,0.5,165,sales,medium
4744,0.78,257,sales,high
4745,0.61,244,sales,low
4746,0.48,179,sales,medium
4747,0.93,248,sales,medium
4748,0.78,224,sales,medium
4749,0.92,236,sales,medium
4750,0.71,213,sales,medium
4751,0.15,238,sales,medium
4752,0.14,153,sales,medium
4753,0.56,247,sales,medium
4754,1,154,sales,medium
4755,0.77,147,sales,high
4756,0.86,150,sales,low
4757,0.88,137,sales,low
4758,0.85,179,sales,low
4759,0.95,194,sales,high
4760,0.65,224,sales,low
4761,0.7,253,accounting,low
4762,0.6,177,accounting,low
4763,0.84,215,accounting,high
4764,0.23,245,hr,low
4765,0.89,134,hr,low
4766,0.98,273,hr,low
4767,0.88,163,hr,low
4768,0.87,152,technical,low
4769,0.93,268,technical,low
4770,0.13,149,technical,low
4771,0.99,128,technical,medium
4772,0.52,218,technical,medium
4773,0.58,146,technical,medium
4774,0.85,190,technical,medium
4775,0.41,182,technical,medium
4776,1,162,technical,medium
4777,0.63,243,technical,medium
4778,0.63,141,technical,medium
4779,0.63,142,support,medium
4780,0.59,203,support,medium
4781,0.88,168,support,medium
4782,0.72,149,support,medium
4783,0.67,168,support,high
4784,0.41,190,support,low
4785,0.3,229,support,medium
4786,0.83,249,support,medium
4787,0.73,162,support,medium
4788,0.87,163,support,medium
4789,0.93,169,support,low
4790,0.97,257,technical,low
4791,0.7,150,technical,low
4792,0.66,183,technical,low
4793,0.62,208,management,low
4794,0.56,158,IT,low
4795,0.32,240,IT,low
4796,0.55,251,IT,low
4797,0.69,205,IT,low
4798,0.91,226,IT,low
4799,0.33,249,product_mng,low
4800,0.37,197,product_mng,low
4801,0.95,216,product_mng,low
4802,0.17,260,product_mng,low
4803,0.95,263,IT,low
4804,0.27,177,RandD,low
4805,0.91,171,RandD,low
4806,0.49,148,RandD,low
4807,0.6,138,RandD,low
4808,0.52,183,RandD,low
4809,0.54,202,marketing,low
4810,0.86,160,sales,medium
4811,0.78,264,accounting,medium
4812,0.6,245,support,medium
4813,0.15,207,technical,medium
4814,0.72,225,management,medium
4815,0.94,236,marketing,medium
4816,0.92,170,marketing,medium
4817,0.6,261,marketing,medium
4818,0.41,273,sales,medium
4819,0.5,184,sales,medium
4820,0.8,202,sales,medium
4821,0.67,195,sales,medium
4822,0.71,266,sales,high
4823,0.66,266,sales,low
4824,0.77,263,sales,medium
4825,0.62,142,sales,medium
4826,0.95,162,sales,medium
4827,0.89,258,sales,medium
4828,0.74,170,sales,low
4829,0.19,249,sales,low
4830,0.83,171,sales,low
4831,0.53,177,sales,low
4832,0.98,188,sales,low
4833,0.74,146,sales,low
4834,0.22,154,sales,low
4835,0.76,204,sales,low
4836,0.89,224,sales,low
4837,0.5,156,accounting,low
4838,0.17,259,accounting,low
4839,0.46,165,accounting,low
4840,0.68,264,hr,low
4841,0.77,215,hr,low
4842,0.68,133,hr,low
4843,0.15,220,hr,low
4844,0.7,176,technical,low
4845,0.66,103,technical,low
4846,0.54,155,technical,low
4847,0.57,141,technical,low
4848,0.78,150,technical,low
4849,0.14,171,technical,medium
4850,0.73,179,technical,medium
4851,0.65,145,technical,medium
4852,0.31,176,technical,medium
4853,0.77,172,technical,medium
4854,0.68,243,technical,medium
4855,0.79,209,support,medium
4856,0.92,196,support,medium
4857,0.77,225,support,medium
4858,0.48,261,support,medium
4859,0.63,157,support,medium
4860,0.92,259,support,medium
4861,0.5,224,support,high
4862,0.52,193,support,low
4863,0.73,157,support,medium
4864,0.99,223,support,medium
4865,0.91,188,support,medium
4866,0.85,217,technical,medium
4867,0.95,207,technical,low
4868,0.67,153,technical,low
4869,0.86,269,management,low
4870,0.71,198,IT,low
4871,0.99,102,IT,low
4872,0.57,167,IT,low
4873,0.98,252,IT,low
4874,0.62,192,IT,low
4875,0.74,237,product_mng,low
4876,0.7,158,product_mng,low
4877,0.8,260,product_mng,low
4878,0.65,153,product_mng,low
4879,0.53,233,IT,low
4880,0.43,180,RandD,low
4881,0.59,163,RandD,low
4882,0.16,211,RandD,low
4883,0.84,151,RandD,low
4884,0.78,249,RandD,low
4885,0.66,199,marketing,low
4886,0.7,247,sales,low
4887,0.73,174,accounting,low
4888,0.65,268,support,medium
4889,0.79,197,technical,medium
4890,0.57,154,management,medium
4891,0.24,279,marketing,medium
4892,0.95,204,marketing,medium
4893,0.38,112,marketing,medium
4894,0.9,261,sales,medium
4895,0.5,180,sales,medium
4896,0.68,261,sales,medium
4897,0.5,138,sales,medium
4898,0.85,164,sales,medium
4899,0.95,144,sales,medium
4900,0.92,244,sales,high
4901,0.83,233,sales,low
4902,0.9,225,sales,medium
4903,0.21,215,sales,medium
4904,0.94,223,sales,medium
4905,0.7,232,sales,medium
4906,0.54,157,sales,low
4907,0.77,268,sales,low
4908,0.62,158,sales,low
4909,0.93,222,sales,low
4910,0.81,210,sales,low
4911,0.99,133,sales,low
4912,0.78,224,sales,low
4913,0.66,264,accounting,low
4914,0.9,237,accounting,low
4915,0.74,141,accounting,low
4916,0.65,238,hr,low
4917,0.99,167,hr,low
4918,0.83,161,hr,low
4919,0.6,194,hr,low
4920,0.55,217,technical,low
4921,0.96,170,technical,low
4922,0.83,243,technical,low
4923,0.95,267,technical,low
4924,0.77,169,technical,medium
4925,0.83,255,technical,medium
4926,0.87,211,technical,medium
4927,0.69,198,technical,medium
4928,0.67,246,technical,medium
4929,0.55,146,technical,medium
4930,0.55,134,technical,medium
4931,0.39,169,support,medium
4932,0.51,232,support,medium
4933,0.39,106,support,medium
4934,0.96,260,support,medium
4935,0.68,232,support,medium
4936,0.67,173,support,high
4937,0.68,152,support,low
4938,0.56,173,support,medium
4939,0.9,274,support,medium
4940,0.69,233,support,medium
4941,0.99,232,support,medium
4942,0.42,156,technical,low
4943,0.28,124,technical,low
4944,0.55,207,technical,low
4945,0.91,273,management,low
4946,0.53,219,IT,low
4947,0.87,207,IT,low
4948,0.57,248,IT,low
4949,0.59,169,IT,low
4950,0.76,181,IT,low
4951,0.59,196,product_mng,low
4952,0.5,254,product_mng,low
4953,0.55,191,product_mng,low
4954,0.92,238,product_mng,low
4955,0.8,196,IT,low
4956,0.93,228,RandD,low
4957,0.67,165,RandD,low
4958,0.78,144,RandD,low
4959,0.61,243,RandD,low
4960,0.74,206,RandD,low
4961,0.5,180,marketing,low
4962,0.84,161,sales,low
4963,0.89,196,accounting,medium
4964,0.77,152,support,medium
4965,0.64,231,technical,medium
4966,0.77,215,management,medium
4967,0.74,233,marketing,medium
4968,0.88,155,marketing,medium
4969,0.88,182,marketing,medium
4970,0.89,165,sales,medium
4971,0.74,257,sales,medium
4972,0.63,155,sales,medium
4973,0.63,243,sales,medium
4974,0.68,184,sales,medium
4975,0.14,138,sales,high
4976,0.86,209,sales,low
4977,0.73,205,sales,medium
4978,0.57,191,sales,medium
4979,0.97,270,sales,medium
4980,0.67,97,sales,medium
4981,0.89,174,sales,low
4982,0.8,124,sales,low
4983,0.3,178,sales,low
4984,0.14,266,sales,low
4985,0.91,181,sales,low
4986,0.49,233,sales,low
4987,0.57,254,sales,low
4988,0.59,219,sales,low
4989,0.5,166,accounting,low
4990,0.69,158,accounting,low
4991,0.81,151,accounting,low
4992,0.79,98,hr,low
4993,0.55,187,hr,low
4994,0.92,266,hr,low
4995,0.94,250,hr,low
4996,0.67,193,technical,low
4997,0.53,223,technical,low
4998,0.77,189,technical,low
4999,0.57,138,technical,low
5000,0.64,268,technical,low
5001,0.35,186,technical,low
5002,0.66,136,technical,medium
5003,0.59,245,technical,medium
5004,0.49,184,technical,medium
5005,0.91,152,technical,medium
5006,0.12,194,technical,medium
5007,0.74,242,support,medium
5008,0.84,246,support,medium
5009,0.51,211,support,medium
5010,0.94,189,support,medium
5011,0.74,254,support,medium
5012,0.52,239,support,medium
5013,0.31,133,support,medium
5014,0.72,255,support,high
5015,0.92,212,support,low
5016,0.56,270,support,medium
5017,0.76,177,support,medium
5018,0.59,261,technical,medium
5019,0.5,220,technical,medium
5020,0.88,144,technical,low
5021,0.86,274,management,low
5022,0.66,195,IT,low
5023,0.7,158,IT,low
5024,0.98,145,IT,low
5025,0.61,165,IT,low
5026,0.57,270,IT,low
5027,0.84,208,product_mng,low
5028,0.76,245,product_mng,medium
5029,0.64,180,product_mng,medium
5030,0.87,225,product_mng,medium
5031,0.62,261,IT,medium
5032,0.16,213,RandD,medium
5033,0.83,230,RandD,medium
5034,0.36,198,RandD,medium
5035,0.47,190,RandD,medium
5036,0.54,137,RandD,medium
5037,0.83,186,marketing,medium
5038,0.96,137,sales,medium
5039,0.91,192,accounting,medium
5040,0.56,164,support,medium
5041,0.73,195,technical,medium
5042,0.97,151,management,medium
5043,0.75,231,marketing,medium
5044,0.49,257,marketing,medium
5045,0.57,257,marketing,medium
5046,0.41,274,sales,medium
5047,0.53,138,sales,medium
5048,0.93,184,sales,medium
5049,0.58,151,sales,medium
5050,0.6,265,sales,medium
5051,0.74,241,sales,medium
5052,0.62,148,sales,medium
5053,0.7,165,sales,medium
5054,0.93,243,sales,medium
5055,0.75,197,sales,medium
5056,0.95,214,sales,medium
5057,0.43,164,sales,medium
5058,0.77,243,sales,medium
5059,0.67,145,sales,medium
5060,0.51,163,sales,medium
5061,0.94,257,sales,medium
5062,0.9,253,sales,medium
5063,0.8,234,sales,medium
5064,0.34,266,sales,medium
5065,0.45,181,accounting,low
5066,0.97,193,accounting,low
5067,0.5,163,accounting,low
5068,0.89,144,hr,low
5069,0.76,245,hr,low
5070,0.66,197,hr,low
5071,0.74,180,hr,low
5072,0.69,237,technical,low
5073,0.59,170,technical,low
5074,1,150,technical,low
5075,0.61,100,technical,low
5076,0.98,226,technical,low
5077,0.59,222,technical,low
5078,0.22,182,technical,low
5079,0.71,150,technical,low
5080,0.86,244,technical,medium
5081,0.65,271,technical,medium
5082,0.93,167,technical,medium
5083,0.49,128,support,medium
5084,0.78,149,support,medium
5085,0.62,141,support,medium
5086,0.72,149,support,medium
5087,0.7,107,support,medium
5088,0.54,189,support,medium
5089,0.61,169,support,medium
5090,0.84,208,support,medium
5091,0.8,197,support,medium
5092,0.58,225,support,high
5093,0.97,175,support,high
5094,0.92,172,technical,high
5095,0.96,237,technical,high
5096,0.73,155,technical,high
5097,0.73,148,management,high
5098,0.53,246,IT,high
5099,0.17,193,IT,high
5100,0.75,175,IT,low
5101,0.76,121,IT,low
5102,0.76,223,IT,low
5103,0.92,259,product_mng,low
5104,0.82,171,product_mng,low
5105,0.38,170,product_mng,low
5106,0.49,246,product_mng,low
5107,0.53,175,IT,low
5108,0.56,185,RandD,medium
5109,0.69,168,RandD,medium
5110,0.62,171,RandD,medium
5111,0.71,201,RandD,medium
5112,0.52,148,RandD,medium
5113,0.2,189,marketing,medium
5114,0.93,166,sales,medium
5115,0.74,150,accounting,medium
5116,0.78,253,support,medium
5117,0.85,243,technical,medium
5118,0.79,250,management,medium
5119,0.92,228,marketing,medium
5120,0.58,186,marketing,medium
5121,0.68,213,marketing,medium
5122,0.9,233,sales,medium
5123,0.67,265,sales,medium
5124,0.79,226,sales,medium
5125,0.23,221,sales,medium
5126,0.98,253,sales,medium
5127,0.8,134,sales,medium
5128,0.77,188,sales,medium
5129,1,160,sales,medium
5130,0.6,164,sales,medium
5131,0.49,214,sales,high
5132,0.91,228,sales,low
5133,0.97,149,sales,medium
5134,0.71,175,sales,medium
5135,0.62,195,sales,medium
5136,0.61,222,sales,medium
5137,0.21,249,sales,medium
5138,0.64,226,sales,medium
5139,0.61,117,sales,medium
5140,0.58,255,sales,medium
5141,0.41,155,accounting,medium
5142,0.98,185,accounting,medium
5143,0.5,275,accounting,low
5144,0.98,226,hr,low
5145,0.4,198,hr,low
5146,0.63,198,hr,low
5147,0.75,251,hr,low
5148,0.82,237,technical,low
5149,0.55,197,technical,low
5150,0.44,136,technical,high
5151,0.92,184,technical,low
5152,0.57,159,technical,high
5153,0.73,133,technical,high
5154,0.82,198,technical,low
5155,0.54,260,technical,low
5156,0.64,154,technical,high
5157,0.99,185,technical,low
5158,0.19,193,technical,medium
5159,0.86,167,support,high
5160,0.65,165,support,medium
5161,0.52,253,support,medium
5162,0.85,142,support,medium
5163,0.61,186,support,medium
5164,0.77,203,support,high
5165,0.54,217,support,medium
5166,0.76,187,support,medium
5167,0.79,152,support,medium
5168,0.89,150,support,high
5169,0.6,191,support,medium
5170,0.51,140,technical,high
5171,0.2,123,technical,low
5172,0.93,170,technical,medium
5173,0.77,227,management,medium
5174,0.8,220,IT,medium
5175,0.8,258,IT,medium
5176,0.62,149,IT,low
5177,0.79,192,IT,low
5178,0.88,267,IT,low
5179,0.96,169,product_mng,low
5180,0.34,178,product_mng,low
5181,0.34,165,product_mng,low
5182,0.88,231,product_mng,low
5183,0.66,260,IT,low
5184,0.55,181,RandD,low
5185,0.59,243,RandD,low
5186,0.62,191,RandD,high
5187,0.78,200,RandD,low
5188,0.73,265,RandD,low
5189,0.71,246,marketing,low
5190,0.97,187,sales,low
5191,0.21,141,accounting,high
5192,0.52,246,support,low
5193,0.73,236,technical,low
5194,0.74,170,management,low
5195,0.26,189,marketing,high
5196,0.52,237,marketing,low
5197,0.69,180,marketing,medium
5198,0.79,157,sales,high
5199,0.93,258,sales,medium
5200,0.34,283,sales,high
5201,0.77,216,sales,medium
5202,0.36,187,sales,medium
5203,0.93,215,sales,medium
5204,0.7,211,sales,medium
5205,0.51,182,sales,medium
5206,0.83,165,sales,medium
5207,0.89,265,sales,medium
5208,0.94,137,sales,medium
5209,0.8,269,sales,high
5210,0.74,177,sales,low
5211,0.5,240,sales,medium
5212,0.54,174,sales,medium
5213,0.5,134,sales,medium
5214,0.17,271,sales,medium
5215,0.57,216,sales,medium
5216,0.8,213,sales,medium
5217,0.45,133,accounting,medium
5218,0.87,267,accounting,medium
5219,0.98,263,accounting,medium
5220,0.55,260,hr,high
5221,0.53,185,hr,low
5222,0.75,284,hr,low
5223,0.96,229,hr,low
5224,0.71,189,technical,high
5225,0.7,209,technical,low
5226,0.33,166,technical,low
5227,0.93,183,technical,low
5228,0.64,181,technical,high
5229,0.27,239,technical,low
5230,0.99,158,technical,low
5231,0.81,187,technical,low
5232,0.6,236,technical,low
5233,0.32,162,technical,low
5234,0.48,163,technical,low
5235,0.87,173,support,low
5236,0.91,273,support,medium
5237,0.24,142,support,medium
5238,0.66,141,support,medium
5239,0.94,234,support,medium
5240,0.93,255,support,medium
5241,0.19,148,support,medium
5242,0.88,274,support,medium
5243,0.76,223,support,medium
5244,0.67,248,support,medium
5245,0.54,146,support,medium
5246,0.53,101,technical,medium
5247,0.67,265,technical,medium
5248,0.5,175,technical,high
5249,0.49,202,management,low
5250,0.82,160,IT,medium
5251,0.86,235,IT,medium
5252,0.5,267,IT,medium
5253,0.82,261,IT,medium
5254,0.95,148,IT,low
5255,0.64,239,product_mng,low
5256,0.91,178,product_mng,low
5257,0.79,221,product_mng,low
5258,0.83,269,product_mng,low
5259,0.66,262,IT,low
5260,0.92,263,RandD,low
5261,0.59,191,RandD,low
5262,0.6,189,RandD,low
5263,0.68,207,RandD,low
5264,0.58,265,RandD,low
5265,0.93,224,marketing,low
5266,0.66,229,marketing,low
5267,0.8,158,sales,low
5268,0.28,202,accounting,low
5269,0.84,216,support,low
5270,0.86,220,technical,low
5271,0.46,172,management,low
5272,0.94,187,marketing,low
5273,0.8,270,marketing,low
5274,0.13,219,marketing,low
5275,0.95,243,sales,medium
5276,0.93,261,sales,medium
5277,0.86,179,sales,medium
5278,0.67,133,sales,medium
5279,0.73,224,sales,medium
5280,0.62,198,sales,medium
5281,0.53,135,sales,medium
5282,0.68,143,sales,medium
5283,0.69,234,sales,medium
5284,0.66,177,sales,medium
5285,0.98,180,sales,medium
5286,0.57,193,sales,medium
5287,0.64,148,sales,high
5288,0.71,194,sales,low
5289,0.94,271,sales,medium
5290,0.8,135,sales,medium
5291,0.59,136,sales,medium
5292,0.95,243,sales,medium
5293,1,210,sales,low
5294,0.53,163,accounting,low
5295,0.35,268,accounting,low
5296,0.73,244,accounting,low
5297,0.89,164,hr,low
5298,0.21,260,hr,low
5299,0.21,153,hr,low
5300,0.6,216,hr,low
5301,0.94,198,technical,low
5302,0.92,196,technical,low
5303,0.92,218,technical,low
5304,0.71,167,technical,low
5305,0.69,264,technical,low
5306,0.26,284,technical,low
5307,0.21,218,technical,low
5308,0.36,192,technical,low
5309,0.81,255,technical,low
5310,0.54,251,technical,low
5311,0.63,248,technical,low
5312,0.86,157,support,low
5313,0.8,240,support,low
5314,0.55,262,support,medium
5315,0.18,130,support,medium
5316,0.88,152,support,medium
5317,0.65,256,support,medium
5318,0.99,139,support,medium
5319,0.88,195,support,medium
5320,0.67,205,support,medium
5321,0.53,265,support,medium
5322,0.83,246,support,medium
5323,0.36,100,technical,medium
5324,0.62,150,technical,medium
5325,0.72,147,technical,medium
5326,0.79,244,management,high
5327,1,256,IT,low
5328,0.65,266,IT,medium
5329,0.84,199,IT,medium
5330,0.81,236,IT,medium
5331,0.59,203,IT,medium
5332,0.78,156,product_mng,low
5333,0.22,109,product_mng,low
5334,0.96,248,product_mng,low
5335,0.85,254,product_mng,low
5336,0.12,166,IT,low
5337,0.6,264,RandD,low
5338,0.93,266,RandD,low
5339,0.73,138,RandD,low
5340,0.7,151,RandD,low
5341,0.18,132,RandD,low
5342,0.81,133,RandD,low
5343,0.28,275,marketing,low
5344,0.74,275,sales,low
5345,0.5,272,accounting,low
5346,0.83,201,support,low
5347,0.55,164,technical,low
5348,0.77,224,management,low
5349,0.92,201,marketing,low
5350,0.59,169,marketing,low
5351,0.45,149,marketing,low
5352,0.76,271,sales,low
5353,0.89,137,sales,medium
5354,0.73,208,sales,medium
5355,0.65,231,sales,medium
5356,0.14,196,sales,medium
5357,0.3,159,sales,medium
5358,0.53,184,sales,medium
5359,0.66,257,sales,medium
5360,0.84,234,sales,medium
5361,0.74,239,sales,medium
5362,0.56,255,sales,medium
5363,0.42,146,sales,medium
5364,0.29,103,sales,medium
5365,0.54,206,sales,high
5366,0.8,253,sales,low
5367,0.89,245,sales,medium
5368,0.92,261,sales,medium
5369,0.87,217,sales,medium
5370,0.76,172,sales,medium
5371,0.64,221,accounting,low
5372,0.83,246,accounting,low
5373,0.55,145,accounting,low
5374,0.83,168,hr,low
5375,0.58,184,hr,low
5376,0.67,186,hr,low
5377,0.65,238,hr,low
5378,0.89,203,technical,low
5379,0.84,195,technical,low
5380,0.5,264,technical,low
5381,0.7,256,technical,low
5382,0.79,268,technical,low
5383,0.19,243,technical,low
5384,0.89,136,technical,low
5385,0.36,136,technical,low
5386,0.62,165,technical,low
5387,0.84,166,technical,low
5388,0.65,267,technical,low
5389,0.65,233,support,medium
5390,0.87,141,support,medium
5391,0.66,249,support,medium
5392,0.83,102,support,medium
5393,0.89,268,support,medium
5394,0.91,139,support,medium
5395,0.91,168,support,medium
5396,0.83,259,support,medium
5397,0.87,248,support,medium
5398,0.62,274,support,medium
5399,0.54,169,support,medium
5400,0.84,190,technical,medium
5401,0.33,114,technical,high
5402,0.79,191,technical,low
5403,0.31,263,management,medium
